ito_lee_hemilineage,hartenstein_hemilineage,notes,number_of_clusters_center,number_of_clusters_left,number_of_clusters_right,all_fw,left_fw,right_fw,center_fw,all_ngl_short,left_ngl_short,right_ngl_short,center_ngl_short,ito_lee_lineage,hartenstein_lineage,hemibrain_map,N_right,N_left,N_other,roots_right,roots_left,is_hemilineage
ALad1,BAmv3,,0,4,4,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/6630360848793600,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/6260278708666368,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/4697397219295232,,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.160501.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.155356.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.155950.json,,ALad1,BAmv3,AVM01,67,64,0,"720575940622287142,720575940629743415,720575940614808239,720575940629279544,720575940616020795,720575940613058802,720575940606649865,720575940620266406,720575940609447179,720575940603453286,720575940629587671,720575940642962286,720575940613050577,720575940624789125,720575940633884333,720575940624620952,720575940631193052,720575940608293129,720575940608628419,720575940630989354,720575940625014928,720575940629752219,720575940633165025,720575940623739076,720575940613655483,720575940614326162,720575940621696747,720575940634325087,720575940630217086,720575940619637780,720575940631462200,720575940621533985,720575940607687260,720575940626986885,720575940622448589,720575940625493400,720575940617903168,720575940624941244,720575940639121571,720575940610100437,720575940631161570,720575940619280705,720575940609903077,720575940637864355,720575940605309361,720575940621316033,720575940618499238,720575940630547909,720575940607439964,720575940623617973,720575940623945404,720575940612699761,720575940624661552,720575940623902471,720575940630493818,720575940604352172,720575940621123113,720575940612197374,720575940629009513,720575940611703080,720575940619456728,720575940637943374,720575940617781383,720575940619531373,720575940614714178,720575940630914858,720575940625564676","720575940628181520,720575940619895125,720575940640804853,720575940628316047,720575940644961588,720575940625413395,720575940619928429,720575940609454603,720575940620465904,720575940619902598,720575940629733626,720575940604431584,720575940629097922,720575940642046453,720575940628283560,720575940635082871,720575940622811430,720575940620551259,720575940605421442,720575940617179451,720575940624001321,720575940614316731,720575940620199962,720575940620189790,720575940635772607,720575940628524292,720575940614009827,720575940619337536,720575940627035388,720575940632243019,720575940624039560,720575940610752068,720575940634939327,720575940620103590,720575940620467438,720575940620437339,720575940640697808,720575940622785062,720575940630928715,720575940611372714,720575940611022515,720575940603985952,720575940633804212,720575940615394719,720575940631328104,720575940610505170,720575940627844734,720575940628058896,720575940612856342,720575940623875819,720575940625431866,720575940630131663,720575940631204982,720575940627772009,720575940616824588,720575940613167007,720575940627160322,720575940615430818,720575940613419695,720575940620445062,720575940631930828,720575940613579943,720575940627949929,720575940612592277",H
ALad1__prim,BAmv3__prim,,0,5,5,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/6017161522839552,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/5410606779727872,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/5319428449239040,,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.160503.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.155358.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.155952.json,,ALad1,BAmv3,AVM01,21,21,0,"720575940621529435,720575940618865112,720575940617917760,720575940627042064,720575940609460491,720575940630549370,720575940617343316,720575940616566133,720575940649133945,720575940608898005,720575940630155083,720575940632625721,720575940618277184,720575940632167085,720575940632698797,720575940637594334,720575940639080765,720575940618256221,720575940615366055,720575940649045369,720575940603464672","720575940659400577,720575940622368792,720575940625784153,720575940608970197,720575940640971995,720575940619752246,720575940637049975,720575940616079035,720575940623528925,720575940610048981,720575940625924618,720575940614727903,720575940624030488,720575940627480586,720575940624057853,720575940628467611,720575940637056887,720575940627708688,720575940618295454,720575940617207185,720575940636873791",
ALl1_dorsal,BAlc_dorsal,,0,5,5,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/4852903825113088,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/5430833416503296,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/5823297126137856,,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.160504.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.155400.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.155953.json,,ALl1,BAlc,AVM02,125,129,0,"720575940632007983,720575940605883569,720575940630407388,720575940618954038,720575940623650823,720575940624832743,720575940625977802,720575940634962936,720575940618304670,720575940634303132,720575940630529218,720575940660217985,720575940624356792,720575940641578715,720575940616486230,720575940628531272,720575940623792648,720575940626378242,720575940634949311,720575940610951634,720575940621551854,720575940631704716,720575940640415859,720575940622726663,720575940621832001,720575940632803212,720575940619954112,720575940642343565,720575940624422643,720575940637846947,720575940625555749,720575940614661087,720575940641621645,720575940614054802,720575940613791399,720575940622811400,720575940624645818,720575940628142352,720575940628251907,720575940616198587,720575940626579593,720575940629324791,720575940604568521,720575940621681321,720575940638844504,720575940605305777,720575940631978956,720575940628326417,720575940634385247,720575940640020944,720575940617544193,720575940622626303,720575940621416572,720575940638731427,720575940604008160,720575940635689829,720575940621343838,720575940634364311,720575940616579257,720575940614858399,720575940612042981,720575940637183454,720575940610426578,720575940635847269,720575940610836885,720575940623955637,720575940635092122,720575940649154681,720575940617157377,720575940630592031,720575940627214235,720575940621500865,720575940605758142,720575940606385440,720575940651758838,720575940631304978,720575940635249332,720575940632812575,720575940606410598,720575940622457443,720575940626115134,720575940640955637,720575940616197819,720575940617090134,720575940617579165,720575940637136752,720575940640986075,720575940625584484,720575940610161091,720575940619078091,720575940630225403,720575940622650879,720575940616758322,720575940629792732,720575940626342174,720575940628059978,720575940660217729,720575940612347571,720575940621542747,720575940620224091,720575940623137997,720575940631603281,720575940619059102,720575940615708482,720575940621585279,720575940612637554,720575940616908177,720575940625585508,720575940606722249,720575940623146701,720575940624435128,720575940640541091,720575940646576436,720575940633294796,720575940637623780,720575940640803200,720575940609282825,720575940634545890,720575940618112310,720575940613804259,720575940631305234,720575940628420264,720575940633741229,720575940638006086,720575940609112587","720575940634034839,720575940622920074,720575940627690246,720575940636241550,720575940620584880,720575940644255255,720575940623248883,720575940606751922,720575940630945335,720575940632795532,720575940617586757,720575940623788040,720575940612855318,720575940630183286,720575940632197930,720575940625177836,720575940626624275,720575940617938752,720575940632000993,720575940638775118,720575940631121739,720575940630864170,720575940632636876,720575940631619921,720575940626310686,720575940641609869,720575940644362788,720575940631423116,720575940621089780,720575940636266932,720575940628549800,720575940620400116,720575940615073587,720575940621271301,720575940635260512,720575940627737365,720575940633189145,720575940617140765,720575940618681168,720575940659844225,720575940630575375,720575940613817086,720575940620755126,720575940636110222,720575940618158672,720575940623540477,720575940613167845,720575940640060112,720575940650581881,720575940623136717,720575940637510121,720575940618259766,720575940625772828,720575940626518302,720575940611906713,720575940630723384,720575940616892061,720575940622961802,720575940629912428,720575940630080763,720575940629409580,720575940609959726,720575940606745266,720575940619959174,720575940627014641,720575940622714793,720575940641592795,720575940623183763,720575940627173636,720575940616642790,720575940624738121,720575940611379569,720575940621814054,720575940621164927,720575940627468165,720575940631264374,720575940617249949,720575940634657431,720575940630571052,720575940621177613,720575940627605779,720575940631275181,720575940610157688,720575940614944977,720575940615303391,720575940612461461,720575940627236373,720575940611818133,720575940633212441,720575940614429165,720575940610669614,720575940615669972,720575940620565313,720575940632198442,720575940636143608,720575940608241365,720575940611671506,720575940613572630,720575940613489617,720575940632416298,720575940616830813,720575940613734893,720575940621398254,720575940617537570,720575940608977347,720575940637339022,720575940627927573,720575940624700140,720575940619931119,720575940627208872,720575940617448193,720575940641606541,720575940631287912,720575940631975884,720575940621298270,720575940631586858,720575940616961074,720575940606056905,720575940618561403,720575940641593051,720575940640830453,720575940660217473,720575940626142014,720575940626881149,720575940625086984,720575940638128474,720575940614832543,720575940613575958,720575940627390440",H
ALl1_ventral,BAlc_ventral,,0,4,4,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/5757625239076864,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/6017137296539648,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/5247149182812160,,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.160506.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.155405.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.155955.json,,ALl1,BAlc,"AVM03, AVM12",165,167,0,"720575940614511271,720575940637197710,720575940624879911,720575940603636913,720575940624087283,720575940625683176,720575940654117025,720575940620758221,720575940629301248,720575940631631564,720575940631683927,720575940622331882,720575940642412941,720575940621776161,720575940604407468,720575940619772525,720575940623543881,720575940618089851,720575940632868563,720575940635054072,720575940639205198,720575940639337461,720575940605400096,720575940619766219,720575940611988391,720575940635547113,720575940634710629,720575940632410828,720575940617431325,720575940621203632,720575940626675837,720575940609648395,720575940644345652,720575940626562570,720575940638214461,720575940610292430,720575940633397023,720575940637469254,720575940630788919,720575940617229632,720575940619034806,720575940613798142,720575940609522382,720575940618409797,720575940622168088,720575940632122464,720575940628514647,720575940627311106,720575940628504919,720575940621815766,720575940652941217,720575940624109464,720575940604412588,720575940623873829,720575940612856273,720575940609832410,720575940612598499,720575940634915576,720575940625454596,720575940617381681,720575940634599792,720575940613422860,720575940626650776,720575940624878602,720575940626768656,720575940609076693,720575940628259407,720575940623707575,720575940606336213,720575940620565673,720575940625022270,720575940630131218,720575940630275269,720575940620233307,720575940626991147,720575940635838606,720575940624106442,720575940621339686,720575940620097985,720575940626018321,720575940610070442,720575940622762995,720575940612605667,720575940631801671,720575940612153086,720575940626404337,720575940608035374,720575940607183172,720575940623465909,720575940621817046,720575940631469964,720575940622311704,720575940623817572,720575940646661252,720575940614633867,720575940610052266,720575940614344354,720575940621239679,720575940639669592,720575940604403628,720575940617398745,720575940606010569,720575940628882450,720575940634606693,720575940617242141,720575940609739669,720575940623303108,720575940631347011,720575940611388141,720575940615255993,720575940627235386,720575940626140164,720575940609891886,720575940609843865,720575940614099142,720575940615408059,720575940610077026,720575940622097959,720575940624795017,720575940642492576,720575940625167546,720575940646341742,720575940635604581,720575940622574532,720575940616804806,720575940631275601,720575940637449023,720575940614604962,720575940629913169,720575940630066007,720575940633299903,720575940613864401,720575940611864243,720575940621333696,720575940629837563,720575940612714723,720575940628910095,720575940634035863,720575940625146122,720575940633499548,720575940623192781,720575940628035543,720575940623242900,720575940613380914,720575940618615360,720575940632715359,720575940617098385,720575940618758753,720575940621043753,720575940635066975,720575940607371076,720575940625310014,720575940644004768,720575940615723077,720575940606590338,720575940627815080,720575940614450774,720575940627957719,720575940630097103,720575940642086389,720575940637628762,720575940633190847,720575940638624189,720575940613771890,720575940625431870","720575940611588835,720575940630778428,720575940643793431,720575940609268491,720575940618210614,720575940619838912,720575940604414636,720575940635282910,720575940630223052,720575940613613619,720575940612551594,720575940623287228,720575940612146174,720575940629133071,720575940639680957,720575940644238871,720575940612523571,720575940622254375,720575940616345686,720575940619942859,720575940616809401,720575940624872179,720575940618599277,720575940627410944,720575940637910106,720575940617422641,720575940614310802,720575940620348769,720575940614309535,720575940620694015,720575940623444715,720575940659860353,720575940632716964,720575940621575774,720575940620068518,720575940603616800,720575940624245946,720575940622004106,720575940614065676,720575940628016983,720575940613347793,720575940629063418,720575940639696755,720575940623735482,720575940629346103,720575940615226086,720575940613092305,720575940627455621,720575940625805084,720575940628954112,720575940607570185,720575940625368976,720575940646400644,720575940659098241,720575940644072483,720575940630028359,720575940620920831,720575940617886301,720575940625819138,720575940620931312,720575940602718432,720575940618392912,720575940611849187,720575940627172100,720575940622778820,720575940637458997,720575940622364184,720575940638778165,720575940622734835,720575940630277175,720575940620638335,720575940603195494,720575940619385765,720575940626937617,720575940613809554,720575940627265274,720575940638719104,720575940626034819,720575940634852270,720575940623547133,720575940627353426,720575940621185050,720575940621926669,720575940623137741,720575940635507380,720575940629554391,720575940626153488,720575940632084705,720575940646341486,720575940660313729,720575940617882397,720575940616633925,720575940611405425,720575940620980323,720575940628059722,720575940632649697,720575940634701407,720575940621242025,720575940613345442,720575940628739560,720575940633074145,720575940619807397,720575940640032896,720575940617552541,720575940623233238,720575940611277293,720575940625483962,720575940637208718,720575940622577336,720575940637663662,720575940613869777,720575940603231916,720575940612423922,720575940644258327,720575940623605943,720575940635206251,720575940629926159,720575940618066415,720575940621800798,720575940617467712,720575940640398477,720575940624377323,720575940609673369,720575940616127931,720575940620731631,720575940607990229,720575940610358990,720575940637231593,720575940637712243,720575940614840891,720575940614139089,720575940641536987,720575940610638434,720575940623983859,720575940617335382,720575940634877850,720575940619405812,720575940627263375,720575940628478823,720575940605102694,720575940618524481,720575940624262588,720575940636679989,720575940624695629,720575940610375214,720575940622070554,720575940637956698,720575940606332629,720575940637009636,720575940624704393,720575940607188036,720575940612284569,720575940604839200,720575940628200506,720575940659611777,720575940639939893,720575940630603091,720575940637743076,720575940628077568,720575940617668747,720575940619411147,720575940638633535,720575940637526190,720575940630024566,720575940630738679,720575940617775321,720575940624106227",H
ALlv1,BAlp4,,0,4,4,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/6739827242303488,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/5844585198649344,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/5260347172716544,,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.160508.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.155407.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.155957.json,,ALlv1,BAlp4,AVM06,76,80,0,"720575940604624574,720575940627796111,720575940632216928,720575940624083484,720575940623815486,720575940629820944,720575940660912001,720575940636283060,720575940618897693,720575940606466238,720575940613464746,720575940619559838,720575940611520721,720575940625237891,720575940636096948,720575940646416419,720575940623673802,720575940618901533,720575940648206468,720575940622547421,720575940606498313,720575940633036369,720575940611856498,720575940628834832,720575940603446374,720575940627399724,720575940618800225,720575940610658766,720575940628362058,720575940609030776,720575940629906425,720575940611323670,720575940620875861,720575940618404510,720575940619576000,720575940631301715,720575940613016104,720575940620566808,720575940612829663,720575940615270545,720575940622448166,720575940637185252,720575940612217342,720575940617972901,720575940612678637,720575940612821727,720575940622567659,720575940609617614,720575940645106723,720575940639479366,720575940629894716,720575940620624589,720575940636734382,720575940627514627,720575940610609454,720575940639202467,720575940615808029,720575940626682682,720575940630686060,720575940624834697,720575940609974997,720575940622793310,720575940613374378,720575940612031986,720575940618855344,720575940623237161,720575940625335754,720575940623982484,720575940630895055,720575940631441145,720575940617642832,720575940631054634,720575940614576396,720575940628654159,720575940644978711,720575940617440395","720575940627469394,720575940607001986,720575940626247823,720575940633552028,720575940636592270,720575940609553419,720575940632627757,720575940628303607,720575940608376622,720575940606757041,720575940626507834,720575940613751186,720575940623307447,720575940641369808,720575940620917375,720575940625331843,720575940618461121,720575940625544069,720575940639384947,720575940645680407,720575940607539907,720575940621486575,720575940628420008,720575940634932472,720575940617030178,720575940633356883,720575940604911793,720575940616800780,720575940629089068,720575940623576141,720575940604919473,720575940644943048,720575940624200974,720575940621792438,720575940642212552,720575940622273757,720575940632128908,720575940627114492,720575940631576351,720575940620840368,720575940622223812,720575940612526819,720575940638415731,720575940628164222,720575940619430420,720575940638689001,720575940604974978,720575940619964788,720575940630432815,720575940627928911,720575940614058399,720575940632852124,720575940635204247,720575940611557785,720575940629874806,720575940629492844,720575940645532292,720575940627947772,720575940618878401,720575940623986364,720575940638642547,720575940625176094,720575940610423538,720575940625627023,720575940625785614,720575940617839739,720575940626390018,720575940607195826,720575940621089741,720575940630584079,720575940628024107,720575940620294821,720575940633066055,720575940609768149,720575940630569465,720575940608199748,720575940632380898,720575940608845525,720575940653315489,720575940624515571",H(NT)
ALv1,BAla1,,0,5,5,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/5281635245228032,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/5530672858923008,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/4559027105169408,,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.160509.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.155408.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.155958.json,,ALv1,BAla1,AVM04,99,100,0,"720575940627731206,720575940629367863,720575940640094592,720575940627239946,720575940629724380,720575940635465396,720575940636401776,720575940640543395,720575940613824914,720575940621141542,720575940621017540,720575940618142813,720575940628225338,720575940615104927,720575940625402501,720575940643152164,720575940613961522,720575940612355507,720575940623264906,720575940624650988,720575940630983954,720575940634207443,720575940626657802,720575940617244372,720575940619075437,720575940621142054,720575940607198898,720575940645403939,720575940618214383,720575940622723598,720575940613943914,720575940620024396,720575940624487975,720575940621021892,720575940613355423,720575940624960522,720575940605391794,720575940623872263,720575940604985265,720575940631619409,720575940625823656,720575940618361489,720575940637582046,720575940622649284,720575940628059948,720575940619470939,720575940630301523,720575940626917393,720575940618256833,720575940624204839,720575940625879537,720575940652875681,720575940613762466,720575940608130606,720575940618087197,720575940622389735,720575940615406751,720575940609496585,720575940622675494,720575940632949867,720575940640477603,720575940643517038,720575940626043218,720575940609903602,720575940616703771,720575940623047950,720575940603455846,720575940620622691,720575940645602084,720575940625249618,720575940622969096,720575940615775771,720575940613460906,720575940619376767,720575940629451833,720575940638583869,720575940617128705,720575940622840211,720575940612653937,720575940625207019,720575940626601994,720575940620956144,720575940621343348,720575940627958889,720575940629947439,720575940621103743,720575940631742156,720575940606337312,720575940642410020,720575940621765708,720575940625219770,720575940639013027,720575940617504581,720575940618660043,720575940620441024,720575940638865011,720575940617728852,720575940629437378,720575940622154620","720575940610773782,720575940649743225,720575940622541005,720575940605028017,720575940613706866,720575940634715743,720575940636523109,720575940626023001,720575940620710822,720575940640007296,720575940616682875,720575940626091602,720575940615322674,720575940613864891,720575940612062426,720575940616200276,720575940621621441,720575940634834544,720575940627080079,720575940616397122,720575940614114814,720575940645104948,720575940609218258,720575940623039672,720575940634229615,720575940629317991,720575940632032652,720575940608295032,720575940632571583,720575940629083211,720575940617885643,720575940627575569,720575940620610217,720575940618609462,720575940633688275,720575940637749574,720575940626449154,720575940639341987,720575940632721306,720575940609962389,720575940612320498,720575940626959134,720575940619417326,720575940633052641,720575940622436277,720575940639138237,720575940622151804,720575940628951119,720575940615462978,720575940620196628,720575940619203925,720575940632994970,720575940618840280,720575940618368441,720575940614774923,720575940623218390,720575940618601966,720575940630146103,720575940628323919,720575940631752356,720575940636610270,720575940615152011,720575940608942293,720575940624783091,720575940625097274,720575940631305068,720575940615081099,720575940623922869,720575940622193276,720575940628185538,720575940619439576,720575940634976174,720575940627719184,720575940617470137,720575940621620229,720575940624039048,720575940629242106,720575940627822647,720575940637223031,720575940612992479,720575940608341806,720575940632463464,720575940638677070,720575940612167794,720575940619620852,720575940621820540,720575940624863015,720575940630093051,720575940632720026,720575940646122804,720575940623874765,720575940660281217,720575940627245585,720575940610956334,720575940608124338,720575940631630021,720575940636944966,720575940629546538,720575940639594611,720575940625007949",H
ALv2,BAla2,,0,5,5,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/5454211569418240,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/6233615685910528,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/4968558167588864,,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.160511.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.155410.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.160000.json,,ALv2,BAla2,AVM05,86,84,0,"720575940633831264,720575940621212193,720575940629589292,720575940626503529,720575940631526215,720575940614757974,720575940621086996,720575940629617879,720575940631618920,720575940618428830,720575940631558113,720575940616953467,720575940623529693,720575940640292686,720575940622592099,720575940616959778,720575940618939476,720575940616855225,720575940624323342,720575940615071795,720575940606756785,720575940642015477,720575940621612765,720575940623526985,720575940609881749,720575940627405052,720575940624549820,720575940629068741,720575940626815826,720575940628573519,720575940624361230,720575940624069012,720575940625642517,720575940615038771,720575940617327590,720575940624187430,720575940644743790,720575940628933275,720575940638664014,720575940652063734,720575940634127456,720575940633156203,720575940626876945,720575940618552443,720575940619937445,720575940623289578,720575940612049459,720575940645372964,720575940615991402,720575940617441752,720575940634809455,720575940627677514,720575940634211795,720575940617295901,720575940607668425,720575940621441494,720575940621524974,720575940621202209,720575940626074378,720575940629111814,720575940630340474,720575940611174702,720575940624012692,720575940639867069,720575940604662700,720575940618021755,720575940609406985,720575940622792423,720575940638559440,720575940627834910,720575940625732196,720575940630704211,720575940630916650,720575940616490294,720575940605078560,720575940614774434,720575940617910848,720575940623437838,720575940638022515,720575940621778646,720575940622014090,720575940629091431,720575940630251791,720575940619061662,720575940620249941,720575940612107673","720575940641773472,720575940622491632,720575940606045314,720575940634771552,720575940633372185,720575940625119625,720575940606638182,720575940623901695,720575940639892413,720575940627066757,720575940622625279,720575940621251818,720575940635664046,720575940623280311,720575940625630212,720575940620689524,720575940622637575,720575940626681146,720575940624977466,720575940625990277,720575940620541349,720575940614113682,720575940614598924,720575940621061285,720575940606267659,720575940616268864,720575940629942343,720575940616455071,720575940641300187,720575940619965820,720575940633286068,720575940641369296,720575940613970147,720575940643869988,720575940607685700,720575940605101758,720575940623118519,720575940633277364,720575940620311718,720575940621470028,720575940621607093,720575940625956483,720575940631591199,720575940633625184,720575940619417620,720575940625868440,720575940614618683,720575940611098595,720575940620234177,720575940629508652,720575940618118073,720575940627132232,720575940615484071,720575940622224836,720575940627369960,720575940652562081,720575940606705073,720575940628067859,720575940629064764,720575940638853454,720575940638422480,720575940627031226,720575940610680274,720575940619007664,720575940639878589,720575940637055863,720575940614802863,720575940631448680,720575940612732273,720575940659429761,720575940614308758,720575940622795034,720575940628579752,720575940630077558,720575940620802507,720575940620319085,720575940617175965,720575940606638438,720575940609269001,720575940657858433,720575940628163386,720575940637602650,720575940625684057,720575940627604327",H/L
AOTUv1_medial,DALcm2_medial,,0,5,5,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/5863777369063424,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/5684927012012032,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/5643713848016896,,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.160513.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.155412.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.160002.json,,AOTUv1,DALcm2,ADM10,30,31,0,"720575940629417209,720575940638162660,720575940608339209,720575940626174077,720575940628982991,720575940625599208,720575940632221209,720575940628292967,720575940638588230,720575940631064623,720575940623909390,720575940632740397,720575940630850617,720575940625534345,720575940629351161,720575940634041756,720575940624799490,720575940631654471,720575940640568960,720575940626913161,720575940612437674,720575940638975184,720575940624505488,720575940615780714,720575940619838518,720575940647161732,720575940623422461,720575940628842240,720575940617101713,720575940619342831","720575940639434611,720575940611287978,720575940614386942,720575940607461899,720575940619382577,720575940623256004,720575940628108547,720575940629185039,720575940639974363,720575940623717639,720575940606160672,720575940631257228,720575940628903980,720575940614552722,720575940619986261,720575940632079943,720575940621252869,720575940619773761,720575940610451569,720575940619846241,720575940616844249,720575940638495677,720575940631316039,720575940616912674,720575940628548611,720575940630464554,720575940619202008,720575940620922534,720575940620283307,720575940631876691,720575940632186276",H
AOTUv1_ventral,DALcm2_ventral,,0,4,4,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/6221436475670528,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/4896096163725312,https://ngl.flywire.ai/?json_url=https://globalv1.flywire-daf.com/nglstate/5121977058590720,,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.160514.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.155414.json,https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-06-20.160003.json,,AOTUv1,DALcm2,ADM03,56,58,0,"720575940632687770,720575940623438992,720575940616982336,720575940617266945,720575940612071731,720575940622551477,720575940622156040,720575940633170899,720575940622968397,720575940647413369,720575940647423353,720575940627777018,720575940630132498,720575940604196064,720575940625417353,720575940627999292,720575940623606064,720575940614178198,720575940629901368,720575940609124814,720575940618654366,720575940607982428,720575940617100985,720575940615320505,720575940638640445,720575940629786624,720575940639475840,720575940619461541,720575940620988276,720575940611807923,720575940610077849,720575940629405970,720575940612899990,720575940644531764,720575940621222527,720575940624367118,720575940618345563,720575940627597128,720575940617947702,720575940621823979,720575940633243640,720575940627787575,720575940631399784,720575940626408073,720575940628876150,720575940621825003,720575940629474615,720575940610202597,720575940631844945,720575940619642629,720575940625447994,720575940624285171,720575940606564482,720575940618002747,720575940637461988,720575940625477322","720575940627739925,720575940639599323,720575940627581484,720575940613967778,720575940627580460,720575940627204362,720575940629283114,720575940643324196,720575940611881970,720575940621054404,720575940626189328,720575940627514562,720575940623995748,720575940615868010,720575940632414615,720575940627065877,720575940626828955,720575940630219428,720575940622413971,720575940620842111,720575940624200962,720575940638513205,720575940611839953,720575940623882046,720575940627068549,720575940621101311,720575940613984662,720575940638630563,720575940627586170,720575940627585146,720575940618013716,720575940621326597,720575940632300205,720575940625946567,720575940614685243,720575940623985214,720575940607469404,720575940627584890,720575940626358288,720575940608932306,720575940620846318,720575940617359064,720575940613262402,720575940631387423,720575940628461723,720575940630643474,720575940630222812,720575940632304992,720575940604165856,720575940620696385,720575940626093705,720575940623963832,720575940625772114,720575940625050256,720575940625561406,720575940626802213,720575940626013315,720575940630441299",H
