root_id,persistent_cluster,side,ito_lee_hemilineage,hartenstein_hemilineage,hemilineage_group,supervoxel_id,nps
720575940612707490,right_1,right,DM6_dorso_lateral,CM3_dorso_lateral,DM6_dorso_lateral__1,80926049139192900,SIP_SLP_SMP
980737209,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
1105886434,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
1012449420,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
978336697,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
1074860678,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
946658448,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
1074860632,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
1041446765,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__1,,ATL_FB_SMP
1321430335,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
1012112398,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
916288036,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
1074860306,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
1009759779,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
916305683,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
1010778549,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
947988379,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
1132884644,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
1012112513,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
1070810640,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
1012112486,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
977654923,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
977995796,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
5812987457,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
916305728,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
1074859771,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
5813041705,hemibrain_0,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__0,,ATL_FB_SMP
720575940614546911,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437493389,ATL_FB_SMP
720575940603731168,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437498299,ATL_FB_SMP
720575940626375305,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437515386,ATL_FB_SMP
720575940618995541,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437503590,ATL_FB_SMP
720575940619111846,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437506071,ATL_FB_SMP
720575940644492055,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437503717,ATL_FB_SMP
720575940616819345,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437515502,ATL_FB_SMP
720575940618468957,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437499913,ATL_FB_SMP
720575940651558646,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437497259,ATL_FB_SMP
720575940619322221,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437487067,ATL_FB_SMP
720575940625968515,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437512979,ATL_FB_SMP
720575940615929584,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,78745305466223641,ATL_FB_SMP
720575940626793871,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437495891,ATL_FB_SMP
720575940613605698,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437516757,ATL_FB_SMP
720575940622125153,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437511561,ATL_FB_SMP
720575940629552633,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437507425,ATL_FB_SMP
720575940619259271,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437510086,ATL_FB_SMP
720575940622610726,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437495977,ATL_FB_SMP
720575940628386942,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437505088,ATL_FB_SMP
720575940637804915,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437507465,ATL_FB_SMP
720575940633242449,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437514162,ATL_FB_SMP
720575940632424011,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437504857,ATL_FB_SMP
720575940634909807,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437516990,ATL_FB_SMP
720575940628386686,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437511457,ATL_FB_SMP
720575940612053106,left_0,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,79237405437503512,ATL_FB_SMP
720575940620156326,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80292936599965450,ATL_FB_SMP
720575940608702475,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80292936599952094,ATL_FB_SMP
720575940637066352,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80293005319443415,ATL_FB_SMP
720575940626469898,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80292936599959010,ATL_FB_SMP
720575940616973313,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80292936599972029,ATL_FB_SMP
720575940624065038,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80292936599957829,ATL_FB_SMP
720575940612286259,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80292936599977057,ATL_FB_SMP
720575940620129694,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80292936599961659,ATL_FB_SMP
720575940618745424,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80292936599959272,ATL_FB_SMP
720575940661139073,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80292936599960339,ATL_FB_SMP
720575940631911905,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80293005319437871,ATL_FB_SMP
720575940634258131,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80292936599953468,ATL_FB_SMP
720575940626658577,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80293005319450413,ATL_FB_SMP
720575940626814666,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80292936599959009,ATL_FB_SMP
720575940626798480,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80292936599973395,ATL_FB_SMP
720575940642860192,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80292936599961765,ATL_FB_SMP
720575940606436384,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80293005319441825,ATL_FB_SMP
720575940621355034,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80292936599958981,ATL_FB_SMP
720575940637455593,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80293005319444856,ATL_FB_SMP
720575940608185986,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80292936599953460,ATL_FB_SMP
720575940630748876,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80293005319440533,ATL_FB_SMP
720575940630849325,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80292936599965487,ATL_FB_SMP
720575940625144604,right_0,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__0,80292936599970711,ATL_FB_SMP
5901220093,hemibrain_1,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__1,,ATL_FB_SMP
947685488,hemibrain_1,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__1,,ATL_FB_SMP
720575940638124656,left_2,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__1,79308117913259548,ATL_FB_SMP
720575940623536398,left_2,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__1,78815674210343715,ATL_FB_SMP
720575940620417797,right_1,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__1,80504249125502901,ATL_FB_SMP
720575940617978526,right_1,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__1,80715424077440520,ATL_FB_SMP
949045811,hemibrain_2,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__2,,FB_MB_CA_PLP
977995787,hemibrain_2,hemibrain,DM6_dorso_medial,,DM6_dorso_medial__2,,FB_MB_CA_PLP
720575940622651656,left_1,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__2,78534130514067305,FB_MB_CA_PLP
720575940652083190,left_1,left,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__2,78885836795914457,FB_MB_CA_PLP
720575940628104061,right_2,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__2,80715355424732372,FB_MB_CA_PLP
720575940645255476,right_2,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__2,80715492863725418,FB_MB_CA_PLP
720575940610069550,right_2,right,DM6_dorso_medial,CM3_dorso_medial,DM6_dorso_medial__2,80504867667461110,FB_MB_CA_PLP
720575940631502244,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777366177,AVLP_IB_ICL
720575940606684774,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777360183,AVLP_IB_ICL
720575940625839633,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777351375,AVLP_IB_ICL
720575940609550946,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777367747,AVLP_IB_ICL
720575940612921325,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777358656,AVLP_IB_ICL
720575940636286053,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777364734,AVLP_IB_ICL
720575940637902820,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,78956824015208935,AVLP_IB_ICL
720575940625243155,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777355106,AVLP_IB_ICL
720575940661264513,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777360120,AVLP_IB_ICL
720575940627659268,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777364754,AVLP_IB_ICL
720575940625581843,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777347057,AVLP_IB_ICL
720575940635865262,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,79097630223028084,AVLP_IB_ICL
720575940606615388,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777353191,AVLP_IB_ICL
720575940621367944,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777363224,AVLP_IB_ICL
720575940625502993,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777351344,AVLP_IB_ICL
720575940612882355,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,78956686576165949,AVLP_IB_ICL
720575940627176963,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777349409,AVLP_IB_ICL
720575940619433236,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,78886386551693257,AVLP_IB_ICL
720575940633671705,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777361747,AVLP_IB_ICL
720575940616730251,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777358565,AVLP_IB_ICL
720575940637570014,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80433949033176657,AVLP_IB_ICL
720575940617045019,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777354961,AVLP_IB_ICL
720575940612665494,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777356756,AVLP_IB_ICL
720575940628404535,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777288282,AVLP_IB_ICL
720575940616699805,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777349324,AVLP_IB_ICL
720575940626024264,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777349424,AVLP_IB_ICL
720575940623713168,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777364767,AVLP_IB_ICL
720575940613662274,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777353215,AVLP_IB_ICL
720575940622226292,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777355075,AVLP_IB_ICL
720575940641141237,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777349331,AVLP_IB_ICL
720575940626021465,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777360122,AVLP_IB_ICL
720575940625473369,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777361609,AVLP_IB_ICL
720575940625535369,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777344775,AVLP_IB_ICL
720575940624676098,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777351378,AVLP_IB_ICL
720575940624343224,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777358511,AVLP_IB_ICL
720575940621445569,left_0,left,DM6_posterior,CM3_posterior,DM6_posterior__0,80504317777355079,AVLP_IB_ICL
720575940619077460,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79096874174678968,AVLP_IB_ICL
720575940624277092,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918853642,AVLP_IB_ICL
720575940615737745,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918857513,AVLP_IB_ICL
720575940616256795,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79096874174667635,AVLP_IB_ICL
720575940634240623,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918856125,AVLP_IB_ICL
720575940618171557,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79096874174669057,AVLP_IB_ICL
720575940605970377,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,78322817921659974,AVLP_IB_ICL
720575940631551714,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79096874174675097,AVLP_IB_ICL
720575940606688779,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79096874174680221,AVLP_IB_ICL
720575940639122640,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79096874174678864,AVLP_IB_ICL
720575940620744925,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918854977,AVLP_IB_ICL
720575940632842707,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918856026,AVLP_IB_ICL
720575940617974942,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918852380,AVLP_IB_ICL
720575940623085500,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918851043,AVLP_IB_ICL
720575940620287476,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918863334,AVLP_IB_ICL
720575940639574899,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918858840,AVLP_IB_ICL
720575940645345134,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79096874174654301,AVLP_IB_ICL
720575940641122432,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,77479286076280556,AVLP_IB_ICL
720575940627925959,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,80434567642637441,AVLP_IB_ICL
720575940605299889,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918854793,AVLP_IB_ICL
720575940624339228,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918848601,AVLP_IB_ICL
720575940612477235,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79096874174669120,AVLP_IB_ICL
720575940605269378,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79096874174677581,AVLP_IB_ICL
720575940631224889,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79096874174681656,AVLP_IB_ICL
720575940623160102,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918864840,AVLP_IB_ICL
720575940610681714,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79096874174673693,AVLP_IB_ICL
720575940611441265,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79096874174669222,AVLP_IB_ICL
720575940614992214,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79096874174680231,AVLP_IB_ICL
720575940659139201,right_0,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918860238,AVLP_IB_ICL
720575940623625104,right_6,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918856093,AVLP_IB_ICL
720575940626161539,right_6,right,DM6_posterior,CM3_posterior,DM6_posterior__0,80434705081726411,AVLP_IB_ICL
720575940625885352,right_6,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918853662,AVLP_IB_ICL
720575940640353845,right_6,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918858757,AVLP_IB_ICL
720575940646385796,right_6,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918850911,AVLP_IB_ICL
720575940624016875,right_6,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918858762,AVLP_IB_ICL
720575940629159168,right_6,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918858767,AVLP_IB_ICL
720575940630372470,right_6,right,DM6_posterior,CM3_posterior,DM6_posterior__0,79167242918863158,AVLP_IB_ICL
720575940611839155,left_1,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78816361405162837,IB_IPS_SPS
720575940613430698,left_1,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78886798868697567,IB_IPS_SPS
720575940617952669,left_1,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79168342564506550,IB_IPS_SPS
720575940614177548,left_1,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79098111259231024,IB_IPS_SPS
720575940623403755,left_1,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79027742515252527,IB_IPS_SPS
720575940611102577,left_1,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79027536356981673,IB_IPS_SPS
720575940626083983,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79097836381656948,IB_IPS_SPS
720575940624721666,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78957098893265984,IB_IPS_SPS
720575940610558833,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78957236332218838,IB_IPS_SPS
720575940612975358,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79168136406201055,IB_IPS_SPS
720575940631353820,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79027811234633086,IB_IPS_SPS
720575940628375306,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78745923941407946,IB_IPS_SPS
720575940621546281,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78957167612844494,IB_IPS_SPS
720575940623580604,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79097836381473820,IB_IPS_SPS
720575940621014604,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79168480003324273,IB_IPS_SPS
720575940624876889,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79027536356833807,IB_IPS_SPS
720575940631700219,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78957305051724626,IB_IPS_SPS
720575940609855698,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78957167612802529,IB_IPS_SPS
720575940622086663,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79097767662130207,IB_IPS_SPS
720575940625351205,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78957236332161114,IB_IPS_SPS
720575940623841779,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78886730149279315,IB_IPS_SPS
720575940615217887,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78886730149241513,IB_IPS_SPS
720575940622673151,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79238711308579086,IB_IPS_SPS
720575940622232503,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79098042539857864,IB_IPS_SPS
720575940628343818,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79309079986226667,IB_IPS_SPS
720575940625038488,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78394217592353438,IB_IPS_SPS
720575940639031680,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79238573869791130,IB_IPS_SPS
720575940624362277,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78675555263712786,IB_IPS_SPS
720575940607417180,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79168342564575866,IB_IPS_SPS
720575940613251178,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78886798868615623,IB_IPS_SPS
720575940607648267,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78534955214319095,IB_IPS_SPS
720575940624885250,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79309080052702995,IB_IPS_SPS
720575940631482922,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79027398917989948,IB_IPS_SPS
720575940627189071,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79027330198518005,IB_IPS_SPS
720575940626192104,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78886661429733147,IB_IPS_SPS
720575940626904392,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78957098893365933,IB_IPS_SPS
720575940618974599,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79097836381542660,IB_IPS_SPS
720575940630742476,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79097905101014753,IB_IPS_SPS
720575940635643248,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79168480003406708,IB_IPS_SPS
720575940624780474,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79027467637560864,IB_IPS_SPS
720575940609347682,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78605255239109268,IB_IPS_SPS
720575940620228006,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78534817708943817,IB_IPS_SPS
720575940631984610,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79097905100954965,IB_IPS_SPS
720575940621579200,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79098042539933693,IB_IPS_SPS
720575940632781724,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78816705002315159,IB_IPS_SPS
720575940624992258,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78956961454343065,IB_IPS_SPS
720575940638846269,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78816361405001315,IB_IPS_SPS
720575940616102998,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78957305051696955,IB_IPS_SPS
720575940614232543,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78816636282897584,IB_IPS_SPS
720575940610913177,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79097836381629963,IB_IPS_SPS
720575940626443526,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78816430124566795,IB_IPS_SPS
720575940621367572,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79168273845108865,IB_IPS_SPS
720575940629547026,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79027605076392072,IB_IPS_SPS
720575940629060990,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79238779961566293,IB_IPS_SPS
720575940622738923,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78676104952955809,IB_IPS_SPS
720575940632388171,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78886867588082655,IB_IPS_SPS
720575940637911741,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78957098893372372,IB_IPS_SPS
720575940631820099,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79168205125632597,IB_IPS_SPS
720575940611860121,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78886661429820407,IB_IPS_SPS
720575940613444202,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78886730149134918,IB_IPS_SPS
720575940612359343,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78957236332245660,IB_IPS_SPS
720575940627831546,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79027673795766011,IB_IPS_SPS
720575940623253223,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78605186519599499,IB_IPS_SPS
720575940633247679,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78675555197373681,IB_IPS_SPS
720575940622067594,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78886867588152050,IB_IPS_SPS
720575940616013569,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,79309148705677328,IB_IPS_SPS
720575940634669236,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78816567563497188,IB_IPS_SPS
720575940619701231,left_2,left,DM6_posterior,CM3_posterior,DM6_posterior__1,78886936307627278,IB_IPS_SPS
720575940619478036,right_1,right,DM6_posterior,CM3_posterior,DM6_posterior__1,81068229938144073,IB_IPS_SPS
720575940630100956,right_1,right,DM6_posterior,CM3_posterior,DM6_posterior__1,80716042552797345,IB_IPS_SPS
720575940630122491,right_1,right,DM6_posterior,CM3_posterior,DM6_posterior__1,80716042552833031,IB_IPS_SPS
720575940625136421,right_1,right,DM6_posterior,CM3_posterior,DM6_posterior__1,80927217571871841,IB_IPS_SPS
720575940616861697,right_2,right,DM6_posterior,CM3_posterior,DM6_posterior__1,81138392523690592,IB_IPS_SPS
