root_id,persistent_cluster,side,ito_lee_hemilineage,hartenstein_hemilineage,hemilineage_group,supervoxel_id,nps
720575940628316047,left_0,left,ALad1,BAmv3,ALad1__0,78394079683584602,AL_LH_MB_CA
720575940642046453,left_0,left,ALad1,BAmv3,ALad1__0,78253342195247781,AL_LH_MB_CA
720575940620103590,left_0,left,ALad1,BAmv3,ALad1__0,78323710939434624,AL_LH_MB_CA
720575940620467438,left_0,left,ALad1,BAmv3,ALad1__0,78605254702295340,AL_LH_MB_CA
720575940605421442,left_0,left,ALad1,BAmv3,ALad1__0,78323642220035336,AL_LH_MB_CA
720575940630928715,left_0,left,ALad1,BAmv3,ALad1__0,79027123436000833,AL_LH_MB_CA
720575940611022515,left_0,left,ALad1,BAmv3,ALad1__0,78464517147407685,AL_LH_MB_CA
720575940627772009,left_0,left,ALad1,BAmv3,ALad1__0,78394079683626837,AL_LH_MB_CA
720575940628181520,left_0,left,ALad1,BAmv3,ALad1__0,78464517213828200,AL_LH_MB_CA
720575940609903077,right_3,right,ALad1,BAmv3,ALad1__0,80927491912508368,AL_LH_MB_CA
720575940613655483,right_3,right,ALad1,BAmv3,ALad1__0,79941917110158553,AL_LH_MB_CA
720575940637864355,right_3,right,ALad1,BAmv3,ALad1__0,80857191888013362,AL_LH_MB_CA
720575940614714178,right_3,right,ALad1,BAmv3,ALad1__0,80927560632051810,AL_LH_MB_CA
720575940630217086,right_3,right,ALad1,BAmv3,ALad1__0,81068229400807813,AL_LH_MB_CA
720575940631161570,right_3,right,ALad1,BAmv3,ALad1__0,79941848390608639,AL_LH_MB_CA
720575940624941244,right_3,right,ALad1,BAmv3,ALad1__0,81068229334326487,AL_LH_MB_CA
720575940621123113,right_3,right,ALad1,BAmv3,ALad1__0,80927560632173525,AL_LH_MB_CA
720575940619531373,right_3,right,ALad1,BAmv3,ALad1__0,80785380370626954,AL_LH_MB_CA
720575940613167007,left_2,left,ALad1,BAmv3,ALad1__1,77548143327717278,AL_LH_MB_CA
720575940635082871,left_2,left,ALad1,BAmv3,ALad1__1,78957304514428074,AL_LH_MB_CA
720575940609454603,left_2,left,ALad1,BAmv3,ALad1__1,78886935770409432,AL_LH_MB_CA
720575940615394719,left_2,left,ALad1,BAmv3,ALad1__1,78181393305807094,AL_LH_MB_CA
720575940619902598,left_2,left,ALad1,BAmv3,ALad1__1,79027673259228320,AL_LH_MB_CA
720575940620437339,left_2,left,ALad1,BAmv3,ALad1__1,77196437045522635,AL_LH_MB_CA
720575940631328104,left_2,left,ALad1,BAmv3,ALad1__1,79097767125104346,AL_LH_MB_CA
720575940610505170,left_2,left,ALad1,BAmv3,ALad1__1,78957304447921539,AL_LH_MB_CA
720575940628524292,left_2,left,ALad1,BAmv3,ALad1__1,79027604606249414,AL_LH_MB_CA
720575940635933119,left_2,left,ALad1,BAmv3,ALad1__1,78251830769423438,AL_LH_MB_CA
720575940625431866,left_2,left,ALad1,BAmv3,ALad1__1,78957304514685298,AL_LH_MB_CA
720575940619928429,left_2,left,ALad1,BAmv3,ALad1__1,78957235795510355,AL_LH_MB_CA
720575940620189790,left_2,left,ALad1,BAmv3,ALad1__1,78887004489925320,AL_LH_MB_CA
720575940622785062,left_2,left,ALad1,BAmv3,ALad1__1,77196368326031582,AL_LH_MB_CA
720575940627035388,left_2,left,ALad1,BAmv3,ALad1__1,78957304514447859,AL_LH_MB_CA
720575940644961588,left_2,left,ALad1,BAmv3,ALad1__1,78181462091981466,AL_LH_MB_CA
720575940624001321,left_2,left,ALad1,BAmv3,ALad1__1,78251830769492373,AL_LH_MB_CA
720575940611372714,left_2,left,ALad1,BAmv3,ALad1__1,78957235795359597,AL_LH_MB_CA
720575940620465904,left_2,left,ALad1,BAmv3,ALad1__1,78887004489993582,AL_LH_MB_CA
720575940625413395,left_3,left,ALad1,BAmv3,ALad1__1,78394354628249196,AL_LH_MB_CA
720575940627949929,left_3,left,ALad1,BAmv3,ALad1__1,79097904698059574,AL_LH_MB_CA
720575940620551259,left_3,left,ALad1,BAmv3,ALad1__1,79238710906072894,AL_LH_MB_CA
720575940614316731,left_3,left,ALad1,BAmv3,ALad1__1,79027467234627595,AL_LH_MB_CA
720575940624039560,left_3,left,ALad1,BAmv3,ALad1__1,79238710906072881,AL_LH_MB_CA
720575940610752068,left_3,left,ALad1,BAmv3,ALad1__1,79097835978827708,AL_LH_MB_CA
720575940629279544,right_0,right,ALad1,BAmv3,ALad1__1,80152954555929222,AL_LH_MB_CA
720575940609447179,right_0,right,ALad1,BAmv3,ALad1__1,82122386509779945,AL_LH_MB_CA
720575940606649865,right_0,right,ALad1,BAmv3,ALad1__1,80364816770274143,AL_LH_MB_CA
720575940626986885,right_0,right,ALad1,BAmv3,ALad1__1,81137086719193193,AL_LH_MB_CA
720575940625493400,right_0,right,ALad1,BAmv3,ALad1__1,80364679398274427,AL_LH_MB_CA
720575940639121571,right_0,right,ALad1,BAmv3,ALad1__1,80364748050945181,AL_LH_MB_CA
720575940623902471,right_0,right,ALad1,BAmv3,ALad1__1,82122386509656314,AL_LH_MB_CA
720575940612699761,right_0,right,ALad1,BAmv3,ALad1__1,80294310654002814,AL_LH_MB_CA
720575940619637780,right_0,right,ALad1,BAmv3,ALad1__1,80435185514524409,AL_LH_MB_CA
720575940616020795,right_0,right,ALad1,BAmv3,ALad1__1,80435185514454526,AL_LH_MB_CA
720575940634325087,right_0,right,ALad1,BAmv3,ALad1__1,80364816770240494,AL_LH_MB_CA
720575940624661552,right_0,right,ALad1,BAmv3,ALad1__1,80435185514491668,AL_LH_MB_CA
720575940622287142,right_0,right,ALad1,BAmv3,ALad1__1,80435185514499960,AL_LH_MB_CA
720575940613050577,right_2,right,ALad1,BAmv3,ALad1__1,80223873257627428,AL_LH_MB_CA
720575940623945404,right_2,right,ALad1,BAmv3,ALad1__1,81277824140974788,AL_LH_MB_CA
720575940607439964,right_2,right,ALad1,BAmv3,ALad1__1,80435185514599951,AL_LH_MB_CA
720575940631462200,right_2,right,ALad1,BAmv3,ALad1__1,82263123997858023,AL_LH_MB_CA
720575940603453286,right_2,right,ALad1,BAmv3,ALad1__1,80153367141349171,AL_LH_MB_CA
720575940621316033,right_2,right,ALad1,BAmv3,ALad1__1,80364679398217027,AL_LH_MB_CA
720575940630003472,right_2,right,ALad1,BAmv3,ALad1__1,80223941977041315,AL_LH_MB_CA
720575940621533985,right_2,right,ALad1,BAmv3,ALad1__1,81207455396805605,AL_LH_MB_CA
720575940610100437,right_2,right,ALad1,BAmv3,ALad1__1,82263192717318723,AL_LH_MB_CA
720575940624789125,right_2,right,ALad1,BAmv3,ALad1__1,80294242001660213,AL_LH_MB_CA
720575940624620952,right_2,right,ALad1,BAmv3,ALad1__1,82544461468493467,AL_LH_MB_CA
720575940629587671,right_2,right,ALad1,BAmv3,ALad1__1,82403655260828865,AL_LH_MB_CA
720575940617903168,right_2,right,ALad1,BAmv3,ALad1__1,81277824207687280,AL_LH_MB_CA
720575940629097922,left_1,left,ALad1,BAmv3,ALad1__2,78675760751653300,AL_LH_MB_CA
720575940628283560,left_1,left,ALad1,BAmv3,ALad1__2,78886935703724778,AL_LH_MB_CA
720575940640804853,left_1,left,ALad1,BAmv3,ALad1__2,78675760818513353,AL_LH_MB_CA
720575940622811430,left_1,left,ALad1,BAmv3,ALad1__2,78675760818435897,AL_LH_MB_CA
720575940620199962,left_1,left,ALad1,BAmv3,ALad1__2,78746266934722494,AL_LH_MB_CA
720575940629733626,left_1,left,ALad1,BAmv3,ALad1__2,78746129495900603,AL_LH_MB_CA
720575940630131663,left_4,left,ALad1,BAmv3,ALad1__2,78605460793658388,AL_LH_MB_CA
720575940613419695,left_4,left,ALad1,BAmv3,ALad1__2,78392636977325008,AL_LH_MB_CA
720575940634939327,left_4,left,ALad1,BAmv3,ALad1__2,78605392074215055,AL_LH_MB_CA
720575940625014928,right_1,right,ALad1,BAmv3,ALad1__2,80575991654878636,AL_LH_MB_CA
720575940623739076,right_1,right,ALad1,BAmv3,ALad1__2,80787097887346541,AL_LH_MB_CA
720575940633165025,right_1,right,ALad1,BAmv3,ALad1__2,80857535351169664,AL_LH_MB_CA
720575940630989354,right_1,right,ALad1,BAmv3,ALad1__2,80435185447348031,AL_LH_MB_CA
720575940621696747,right_1,right,ALad1,BAmv3,ALad1__2,80435185447312181,AL_LH_MB_CA
720575940630547909,right_1,right,ALad1,BAmv3,ALad1__2,80787029235250876,AL_LH_MB_CA
720575940622448589,right_1,right,ALad1,BAmv3,ALad1__2,80787029235253775,AL_LH_MB_CA
720575940617781383,right_1,right,ALad1,BAmv3,ALad1__2,80787097954638144,AL_LH_MB_CA
720575940625564676,right_1,right,ALad1,BAmv3,ALad1__2,80787029235273527,AL_LH_MB_CA
720575940637943374,right_1,right,ALad1,BAmv3,ALad1__2,80787029235320779,AL_LH_MB_CA
720575940620266406,right_1,right,ALad1,BAmv3,ALad1__2,80646291747053078,AL_LH_MB_CA
720575940603985952,left_5,left,ALad1,BAmv3,ALad1__3,78745992123858456,AL_LH_MB_CA
720575940627844734,left_5,left,ALad1,BAmv3,ALad1__3,78675623379704451,AL_LH_MB_CA
720575940633804212,left_5,left,ALad1,BAmv3,ALad1__3,78745992123757814,AL_LH_MB_CA
720575940618499238,right_4,right,ALad1,BAmv3,ALad1__3,80716454332894196,AL_LH_MB_CA
720575940612197374,right_4,right,ALad1,BAmv3,ALad1__3,80646154308114655,AL_LH_MB_CA
720575940611703080,right_4,right,ALad1,BAmv3,ALad1__3,80716454332861359,AL_LH_MB_CA
720575940627690246,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77690529680380958,AL_CRE_LAL
720575940631619921,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78957373234578560,AL_CRE_LAL
720575940633938349,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78042304682130661,AL_CRE_LAL
720575940633189145,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77549860911387417,AL_CRE_LAL
720575940606751922,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78464723305575261,AL_CRE_LAL
720575940634034839,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78323985817400231,AL_CRE_LAL
720575940613167845,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77549723472393957,AL_CRE_LAL
720575940626310686,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77830923504106386,AL_CRE_LAL
720575940641593051,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78394423347530943,AL_CRE_LAL
720575940611944914,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78042098590469887,AL_CRE_LAL
720575940627014641,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77690254802616320,AL_CRE_LAL
720575940640364085,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77830854784632547,AL_CRE_LAL
720575940613575958,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78816498306566251,AL_CRE_LAL
720575940644255255,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78041823645283676,AL_CRE_LAL
720575940623248883,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77971454901250314,AL_CRE_LAL
720575940610408643,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78253204688672103,AL_CRE_LAL
720575940630575375,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78253342195078343,AL_CRE_LAL
720575940616892061,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78675623379554931,AL_CRE_LAL
720575940623540477,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77549586033453089,AL_CRE_LAL
720575940630723384,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77760692198843038,AL_CRE_LAL
720575940606745266,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78182698505483739,AL_CRE_LAL
720575940644704160,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77620023497132061,AL_CRE_LAL
720575940631105580,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78394423281130727,AL_CRE_LAL
720575940631975884,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78746129562893375,AL_CRE_LAL
720575940626624275,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78323779658799793,AL_CRE_LAL
720575940610669614,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78394217122503283,AL_CRE_LAL
720575940608241365,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78464448427493614,AL_CRE_LAL
720575940630183286,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78535092050052761,AL_CRE_LAL
720575940614944977,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78042029870863965,AL_CRE_LAL
720575940617140765,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78112123603017699,AL_CRE_LAL
720575940630864170,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78041823578281517,AL_CRE_LAL
720575940627737365,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78464517147143954,AL_CRE_LAL
720575940618158672,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78252861091312116,AL_CRE_LAL
720575940622812799,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78675348501599336,AL_CRE_LAL
720575940631899223,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78605323355082545,AL_CRE_LAL
720575940612461461,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78041961084775029,AL_CRE_LAL
720575940630945335,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78463967323937232,AL_CRE_LAL
720575940644362788,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78253548353618337,AL_CRE_LAL
720575940623183763,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77760486107584517,AL_CRE_LAL
720575940624450342,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78746267001974888,AL_CRE_LAL
720575940632197930,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78394285842060914,AL_CRE_LAL
720575940617537570,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78182973450943184,AL_CRE_LAL
720575940631497078,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77971798565812735,AL_CRE_LAL
720575940614832543,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78605598300183444,AL_CRE_LAL
720575940627390440,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78182973450849529,AL_CRE_LAL
720575940617938752,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77760760918345214,AL_CRE_LAL
720575940622054497,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77901498541011106,AL_CRE_LAL
720575940612907121,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78253273475618222,AL_CRE_LAL
720575940616642790,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77760623546686982,AL_CRE_LAL
720575940632198442,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78394972969231714,AL_CRE_LAL
720575940622920074,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78394285842089278,AL_CRE_LAL
720575940637666446,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78112398548491963,AL_CRE_LAL
720575940620565313,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77971661126697823,AL_CRE_LAL
720575940628914692,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77831679485511172,AL_CRE_LAL
720575940617586757,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78605392074266439,AL_CRE_LAL
720575940641609869,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77830854851721442,AL_CRE_LAL
720575940625772828,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77619886058208800,AL_CRE_LAL
720575940612305506,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77831198382024746,AL_CRE_LAL
720575940623930211,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77549586033482746,AL_CRE_LAL
720575940636110222,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78182492347223508,AL_CRE_LAL
720575940640060112,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78182629786012906,AL_CRE_LAL
720575940630571052,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78394423347675777,AL_CRE_LAL
720575940625177836,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77901223595977610,AL_CRE_LAL
720575940660217473,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78887073142457325,AL_CRE_LAL
720575940633212441,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78957441953967476,AL_CRE_LAL
720575940615303391,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78675623379627686,AL_CRE_LAL
720575940620400116,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77971592273020383,AL_CRE_LAL
720575940618259766,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77549586033551567,AL_CRE_LAL
720575940628343634,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78605323355057878,AL_CRE_LAL
720575940619931119,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78816704532409682,AL_CRE_LAL
720575940626518302,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77901223528815530,AL_CRE_LAL
720575940629912428,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78112329761298310,AL_CRE_LAL
720575940623136717,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78464723305608547,AL_CRE_LAL
720575940622961802,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78041754858797353,AL_CRE_LAL
720575940630080763,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77760486107651869,AL_CRE_LAL
720575940611671506,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78605392074572067,AL_CRE_LAL
720575940614429165,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78887004422963997,AL_CRE_LAL
720575940617205179,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78394217122567983,AL_CRE_LAL
720575940636241550,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78324054536956261,AL_CRE_LAL
720575940621298270,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78253548353624878,AL_CRE_LAL
720575940615073587,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77761104515834359,AL_CRE_LAL
720575940627927573,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77760898424610301,AL_CRE_LAL
720575940650581881,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77901292248317157,AL_CRE_LAL
720575940621398254,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77761035863776056,AL_CRE_LAL
720575940632000993,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77971454834103384,AL_CRE_LAL
720575940637510121,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77619954777817320,AL_CRE_LAL
720575940640830453,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77620023497360396,AL_CRE_LAL
720575940612475598,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78464517147106795,AL_CRE_LAL
720575940629409580,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77830992223573479,AL_CRE_LAL
720575940614871336,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77619817338710994,AL_CRE_LAL
720575940641606541,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78394285842046398,AL_CRE_LAL
720575940618681168,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77549654752919923,AL_CRE_LAL
720575940628914436,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78464585866700621,AL_CRE_LAL
720575940659844225,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78252861091286676,AL_CRE_LAL
720575940627173636,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77830854851995271,AL_CRE_LAL
720575940627605779,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78394217122531407,AL_CRE_LAL
720575940621089780,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77901154809347756,AL_CRE_LAL
720575940631287912,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78746129562960104,AL_CRE_LAL
720575940641592795,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78464517147234715,AL_CRE_LAL
720575940606056905,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78464723305641214,AL_CRE_LAL
720575940618561403,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,78745923471095376,AL_CRE_LAL
720575940620755126,left_0,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77619954777705810,AL_CRE_LAL
720575940613489617,no_cluster,left,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,77831473259982457,AL_CRE_LAL
720575940619954112,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81842422958613687,AL_CRE_LAL
720575940640415859,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81068366773246732,AL_CRE_LAL
720575940606722249,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81701891628984642,AL_CRE_LAL
720575940634385247,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81068366773257509,AL_CRE_LAL
720575940625585508,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,80997998029093889,AL_CRE_LAL
720575940605883569,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81068366773254857,AL_CRE_LAL
720575940635249332,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,80997929309615048,AL_CRE_LAL
720575940612042981,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81560879195389494,AL_CRE_LAL
720575940633772452,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81068366773260727,AL_CRE_LAL
720575940625977802,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81490579238272905,AL_CRE_LAL
720575940604568521,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81701822909152779,AL_CRE_LAL
720575940623955637,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81279404285917306,AL_CRE_LAL
720575940624832743,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81068366773261896,AL_CRE_LAL
720575940621832001,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81561222792682136,AL_CRE_LAL
720575940628822248,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,80576678849521902,AL_CRE_LAL
720575940628059978,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,80927629284915113,AL_CRE_LAL
720575940624422643,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81490166853738284,AL_CRE_LAL
720575940621681321,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81631110567677601,AL_CRE_LAL
720575940631704716,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,80997998029088491,AL_CRE_LAL
720575940617544193,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81560810475830131,AL_CRE_LAL
720575940616908177,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81419935615716498,AL_CRE_LAL
720575940617299131,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,80997929309610208,AL_CRE_LAL
720575940622626303,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81490579170626648,AL_CRE_LAL
720575940633741229,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,80505760350044839,AL_CRE_LAL
720575940631603281,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,80857191820722521,AL_CRE_LAL
720575940622457443,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81138804236907590,AL_CRE_LAL
720575940625555749,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81842491678093024,AL_CRE_LAL
720575940615513086,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81138804236909933,AL_CRE_LAL
720575940626115134,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,80997998029089519,AL_CRE_LAL
720575940640541091,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,80927629284906951,AL_CRE_LAL
720575940619059102,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81420760249554378,AL_CRE_LAL
720575940629324791,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81771985494995359,AL_CRE_LAL
720575940629792732,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,80998066748551395,AL_CRE_LAL
720575940623650823,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81138804236901353,AL_CRE_LAL
720575940638731427,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81772054214437300,AL_CRE_LAL
720575940618076214,right_0,right,ALl1_dorsal,,ALl1_dorsal__0,81842560397574066,AL_CRE_LAL
720575940634962936,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81560810543066900,AL_CRE_LAL
720575940624435128,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,80927629284902186,AL_CRE_LAL
720575940624645818,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81842354239123066,AL_CRE_LAL
720575940631978956,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81631110567610982,AL_CRE_LAL
720575940622338742,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81068435492742954,AL_CRE_LAL
720575940628420264,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,80646429185716212,AL_CRE_LAL
720575940610161091,right_0,right,ALl1_dorsal,BAlc_dorsal,ALl1_dorsal__0,81068435492719363,AL_CRE_LAL
