"","ito_lee_hemilineage","hartenstein_hemilineage","notes","ito_lee_lineage","hartenstein_lineage","hemibrain_map","is_hemilineage","ngl_link","left_ngl_link","right_ngl_link","hemibrain_ngl_link","ids_left","ids_right","ids_center","id_count_left","id_count_right","id_count_center","ids_hb","id_count_hb","n_clusters_left","n_clusters_right","n_clusters_hemibrain","shape_truncated","number_truncated"
"1","ALad1","BAmv3",NA,"ALad1","BAmv3","AVM01","H","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154543.json","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154543.json","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154544.json","","720575940628181520, 720575940619895125, 720575940640804853, 720575940628316047, 720575940644961588, 720575940625413395, 720575940619928429, 720575940609454603, 720575940620465904, 720575940619902598, 720575940629733626, 720575940604431584, 720575940629097922, 720575940642046453, 720575940628283560, 720575940635082871, 720575940622811430, 720575940620551259, 720575940605421442, 720575940617179451, 720575940624001321, 720575940614316731, 720575940620199962, 720575940620189790, 720575940627244986, 720575940628524292, 720575940614009827, 720575940619337536, 720575940627035388, 720575940632243019, 720575940624039560, 720575940610752068, 720575940634939327, 720575940620103590, 720575940620467438, 720575940620437339, 720575940640697808, 720575940622785062, 720575940630928715, 720575940611372714, 720575940611022515, 720575940603985952, 720575940633804212, 720575940615394719, 720575940631328104, 720575940610505170, 720575940627844734, 720575940621256212, 720575940612856342, 720575940623875819, 720575940625431866, 720575940630131663, 720575940635933119, 720575940627772009, 720575940616824588, 720575940613167007, 720575940619172635, 720575940656090017, 720575940613419695, 720575940620445062, 720575940631930828, 720575940613579943, 720575940627949929, 720575940612433614","720575940622287142, 720575940630003472, 720575940631633401, 720575940629279544, 720575940616020795, 720575940613058802, 720575940606649865, 720575940620266406, 720575940609447179, 720575940603453286, 720575940629587671, 720575940642962286, 720575940613050577, 720575940639262441, 720575940633884333, 720575940624620952, 720575940631193052, 720575940608293129, 720575940608628419, 720575940630989354, 720575940625014928, 720575940629752219, 720575940633165025, 720575940623739076, 720575940613655483, 720575940614326162, 720575940606213036, 720575940634325087, 720575940630217086, 720575940619637780, 720575940636077210, 720575940621533985, 720575940607687260, 720575940626986885, 720575940622448589, 720575940625493400, 720575940617903168, 720575940624941244, 720575940639121571, 720575940610100437, 720575940631161570, 720575940619280705, 720575940609903077, 720575940637864355, 720575940605309361, 720575940621316033, 720575940618499238, 720575940630547909, 720575940607439964, 720575940623617973, 720575940623945404, 720575940612699761, 720575940624661552, 720575940623902471, 720575940630493818, 720575940604352172, 720575940621123113, 720575940612197374, 720575940629009513, 720575940611703080, 720575940619456728, 720575940637943374, 720575940617781383, 720575940619531373, 720575940614714178, 720575940630914858, 720575940625564676",NA,64,67,0,"574037266, 693125078, 693479072, 697132371, 727472481, 754854077, 762982753, 788306624, 788306724, 788648194, 788940872, 788945049, 850375847, 1006258344, 1536947502, 1693827279, 1734420152, 1756579280, 1762674761, 1764091241, 1788300760, 1793014716, 1793351401, 1828206773, 1851061177, 1851393805, 1857825571, 1858171399, 1858901026, 1886132855, 1887872301, 1888213190, 1888572074, 1889253763, 1889253785, 1914140664, 1914823337, 1914823414, 1916528384, 1975878958, 2010992546, 2040344064, 5813000276, 5813024601, 5813024692, 5813024710, 5813024712, 5813034571, 5813038793, 5813038889, 5813039235, 5813039465, 5813039471, 5813050727, 5813054697, 5813055025, 5813055048, 5813055147, 5813055162, 5813055184, 5813056596, 5813063239, 5813070872",63,4,4,0,"TRUE","FALSE"
"2","ALad1__prim","BAmv3__prim",NA,"ALad1","BAmv3","AVM01","part_of_lineage","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154545.json","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154545.json","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154546.json","","720575940659400577, 720575940625157557, 720575940625784153, 720575940608970197, 720575940640971995, 720575940611079236, 720575940618308825, 720575940616079035, 720575940613509106, 720575940610048981, 720575940625924618, 720575940614727903, 720575940648650884, 720575940627480586, 720575940624057853, 720575940628467611, 720575940637056887, 720575940627708688, 720575940618295454, 720575940617207185, 720575940636873791","720575940621529435, 720575940623612028, 720575940617917760, 720575940627042064, 720575940625259957, 720575940630549370, 720575940617343316, 720575940616566133, 720575940649133945, 720575940608898005, 720575940630155083, 720575940635983770, 720575940618277184, 720575940632167085, 720575940632698797, 720575940637594334, 720575940639080765, 720575940621845953, 720575940615366055, 720575940649045369, 720575940603464672",NA,21,21,0,"544021095, 573333835, 635062078, 636789080, 666135689, 693483018, 694834412, 724816115, 755518957, 1640594274, 1670934213, 1692817033, 1700937093, 1700946301, 1703683361, 1851389175, 1881751117, 1944507292, 1977579449, 1977916288, 5813069089",21,0,0,0,"TRUE","FALSE"
"3","ALl1_dorsal","BAlc_dorsal",NA,"ALl1","BAlc","AVM02","H","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154546.json","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154547.json","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154548.json","","720575940634034839, 720575940622920074, 720575940627690246, 720575940636241550, 720575940612907121, 720575940644255255, 720575940623248883, 720575940606751922, 720575940630945335, 720575940637923502, 720575940617586757, 720575940625776876, 720575940628343634, 720575940630183286, 720575940632197930, 720575940625177836, 720575940626624275, 720575940617938752, 720575940632000993, 720575940638775118, 720575940617205179, 720575940630864170, 720575940631478748, 720575940631619921, 720575940606827366, 720575940641609869, 720575940644362788, 720575940631423116, 720575940621089780, 720575940613740714, 720575940628914692, 720575940620400116, 720575940615073587, 720575940640364085, 720575940631105580, 720575940627737365, 720575940633189145, 720575940617140765, 720575940618681168, 720575940659844225, 720575940630575375, 720575940623930211, 720575940620755126, 720575940636110222, 720575940618158672, 720575940628440965, 720575940613167845, 720575940640060112, 720575940650581881, 720575940623136717, 720575940637510121, 720575940609437532, 720575940636384875, 720575940626518302, 720575940611906713, 720575940630723384, 720575940616892061, 720575940622961802, 720575940629912428, 720575940630080763, 720575940629409580, 720575940619443269, 720575940606745266, 720575940612305506, 720575940627014641, 720575940614871336, 720575940641592795, 720575940623183763, 720575940627173636, 720575940616642790, 720575940611944914, 720575940611379569, 720575940621814054, 720575940621164927, 720575940612475598, 720575940622018413, 720575940617249949, 720575940634657431, 720575940630571052, 720575940627014949, 720575940636115354, 720575940631275181, 720575940613737130, 720575940627014800, 720575940615303391, 720575940612461461, 720575940624274637, 720575940625130247, 720575940633212441, 720575940614429165, 720575940610669614, 720575940615669972, 720575940620565313, 720575940632198442, 720575940623208481, 720575940608241365, 720575940611671506, 720575940625251401, 720575940613489617, 720575940636695800, 720575940610408643, 720575940636700664, 720575940621398254, 720575940617537570, 720575940633938349, 720575940633483807, 720575940627927573, 720575940630044163, 720575940619931119, 720575940628914436, 720575940618385620, 720575940641606541, 720575940631287912, 720575940631975884, 720575940621298270, 720575940631586858, 720575940616169578, 720575940606056905, 720575940618561403, 720575940641593051, 720575940640830453, 720575940660217473, 720575940637922990, 720575940613590501, 720575940613743786, 720575940638128474, 720575940614832543, 720575940613575958, 720575940627390440","720575940628866581, 720575940605883569, 720575940617824086, 720575940615513086, 720575940623650823, 720575940624832743, 720575940618076214, 720575940615242415, 720575940634962936, 720575940618304670, 720575940617953931, 720575940632505359, 720575940660217985, 720575940624356792, 720575940632835688, 720575940616486230, 720575940648633988, 720575940623792648, 720575940628061726, 720575940634949311, 720575940613238234, 720575940619449669, 720575940631704716, 720575940640415859, 720575940622726663, 720575940621832001, 720575940632803212, 720575940619954112, 720575940642343565, 720575940624422643, 720575940637846947, 720575940625555749, 720575940640258613, 720575940641621645, 720575940614054802, 720575940613791399, 720575940626933904, 720575940624645818, 720575940628142352, 720575940628251907, 720575940616198587, 720575940622981108, 720575940629324791, 720575940604568521, 720575940631466204, 720575940638844504, 720575940605305777, 720575940631978956, 720575940628326417, 720575940634385247, 720575940640020944, 720575940617544193, 720575940622626303, 720575940637408631, 720575940638731427, 720575940604008160, 720575940635689829, 720575940621343838, 720575940634364311, 720575940616579257, 720575940614858399, 720575940612042981, 720575940637183454, 720575940610426578, 720575940635847269, 720575940610836885, 720575940623955637, 720575940635092122, 720575940649154681, 720575940627768409, 720575940630592031, 720575940633024568, 720575940621500865, 720575940613729962, 720575940640314301, 720575940651758838, 720575940633772452, 720575940635249332, 720575940613730986, 720575940628822248, 720575940638284400, 720575940623217185, 720575940632101207, 720575940618606777, 720575940617299131, 720575940627994654, 720575940637136752, 720575940640986075, 720575940625584484, 720575940610161091, 720575940619078091, 720575940630225403, 720575940622650879, 720575940621226119, 720575940629792732, 720575940626342174, 720575940628059978, 720575940660217729, 720575940612347571, 720575940621542747, 720575940622338742, 720575940623137997, 720575940631603281, 720575940619059102, 720575940615708482, 720575940621585279, 720575940626985104, 720575940616908177, 720575940625585508, 720575940606722249, 720575940623146701, 720575940624435128, 720575940640541091, 720575940646576436, 720575940613744298, 720575940637623780, 720575940632113495, 720575940622430390, 720575940637913006, 720575940631746811, 720575940613508850, 720575940640314190, 720575940628420264, 720575940633741229, 720575940638006086, 720575940609112587",NA,129,126,0,"1547454812, 1578826464, 1610530558, 1639886198, 1640555311, 1640572741, 1640887603, 1640909284, 1640922516, 1640922754, 1642623277, 1667251683, 1669924220, 1670278227, 1670287030, 1670597533, 1670627928, 1670916819, 1671257931, 1671270875, 1671292719, 1672320134, 1699974843, 1701947337, 1701965055, 1702305987, 1702306037, 1702318692, 1702323388, 1702336197, 1702651358, 1704347707, 1730327790, 1732667174, 1732995501, 1762354941, 1762359683, 1762704980, 1763360713, 1793744512, 1795734228, 1824101645, 1824745150, 1825789179, 1826445251, 1826825128, 1856820145, 1857485083, 1857485213, 1857799548, 1858171556, 1885765762, 1887160257, 1887168462, 1887518225, 1887867926, 1916800213, 1918173122, 1918207300, 1918565786, 1919208947, 1946178096, 1951971057, 1976565858, 1979569670, 2007578488, 2007578510, 2011308218, 2013333009, 2040301572, 2041621893, 2069647778, 2069648213, 2101339904, 2105086391, 2135408892, 5812996027, 5812998538, 5813003258, 5813024339, 5813024698, 5813032595, 5813034493, 5813034531, 5813039309, 5813047691, 5813054622, 5813054725, 5813054726, 5813054773, 5813054777, 5813055277, 5813056598, 5813062199, 5813069055, 5813069085, 5813075196, 5813076969, 5813078440, 5813130064, 5813132949, 5901194966, 5901197989, 5901218894, 1670265095, 1670273743, 1671957122, 1697949713, 1918911323, 5813070873",110,1,1,0,"TRUE","TRUE"
"4","ALl1_ventral","BAlc_ventral",NA,"ALl1","BAlc","AVM03, AVM12","H","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154549.json","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154549.json","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154550.json","","720575940611588835, 720575940630778428, 720575940621827055, 720575940609268491, 720575940618210614, 720575940619838912, 720575940604414636, 720575940635282910, 720575940630223052, 720575940613613619, 720575940612551594, 720575940623287228, 720575940612146174, 720575940629133071, 720575940639680957, 720575940644238871, 720575940612523571, 720575940622254375, 720575940616345686, 720575940619942859, 720575940616809401, 720575940624872179, 720575940618599277, 720575940627410944, 720575940637910106, 720575940617422641, 720575940614310802, 720575940620348769, 720575940614309535, 720575940620694015, 720575940623444715, 720575940615594658, 720575940635116569, 720575940621575774, 720575940620068518, 720575940603616800, 720575940624245946, 720575940622004106, 720575940614065676, 720575940628016983, 720575940613347793, 720575940629063418, 720575940639696755, 720575940623735482, 720575940629346103, 720575940615226086, 720575940635209884, 720575940627455621, 720575940625805084, 720575940628954112, 720575940607570185, 720575940625368976, 720575940646400644, 720575940659098241, 720575940644072483, 720575940630028359, 720575940620920831, 720575940617886301, 720575940625819138, 720575940620931312, 720575940602718432, 720575940618392912, 720575940611849187, 720575940627172100, 720575940622778820, 720575940637458997, 720575940622364184, 720575940638778165, 720575940615086632, 720575940630277175, 720575940620638335, 720575940603195494, 720575940619385765, 720575940626937617, 720575940613809554, 720575940627265274, 720575940638719104, 720575940626034819, 720575940613271219, 720575940623547133, 720575940627353426, 720575940621185050, 720575940621926669, 720575940623137741, 720575940635507380, 720575940646094359, 720575940626153488, 720575940632084705, 720575940646341486, 720575940660313729, 720575940617882397, 720575940616633925, 720575940611405425, 720575940620980323, 720575940610033419, 720575940632649697, 720575940634701407, 720575940621242025, 720575940613345442, 720575940628739560, 720575940633074145, 720575940619807397, 720575940640032896, 720575940617552541, 720575940623233238, 720575940611277293, 720575940625483962, 720575940637208718, 720575940622577336, 720575940637663662, 720575940613869777, 720575940603231916, 720575940612423922, 720575940644258327, 720575940623605943, 720575940635206251, 720575940629926159, 720575940618066415, 720575940621800798, 720575940617467712, 720575940640398477, 720575940624377323, 720575940609673369, 720575940616127931, 720575940620731631, 720575940607990229, 720575940610358990, 720575940637231593, 720575940637712243, 720575940614840891, 720575940645129672, 720575940641536987, 720575940610638434, 720575940623983859, 720575940617335382, 720575940634877850, 720575940619405812, 720575940627263375, 720575940628478823, 720575940605102694, 720575940618524481, 720575940639017050, 720575940636679989, 720575940624695629, 720575940610375214, 720575940622070554, 720575940637956698, 720575940606332629, 720575940637009636, 720575940624704393, 720575940607188036, 720575940637932462, 720575940604839200, 720575940628200506, 720575940659611777, 720575940606762686, 720575940630603091, 720575940637743076, 720575940628077568, 720575940617668747, 720575940619411147, 720575940638633535, 720575940637526190, 720575940630024566, 720575940623016180, 720575940642428405","720575940629464305, 720575940637197710, 720575940624879911, 720575940603636913, 720575940631278140, 720575940625683176, 720575940654117025, 720575940620758221, 720575940629301248, 720575940631631564, 720575940606835558, 720575940622331882, 720575940642412941, 720575940621776161, 720575940604407468, 720575940619772525, 720575940623543881, 720575940618089851, 720575940632868563, 720575940635054072, 720575940639205198, 720575940639337461, 720575940605400096, 720575940619766219, 720575940611988391, 720575940635547113, 720575940634710629, 720575940632410828, 720575940617431325, 720575940621203632, 720575940626675837, 720575940609648395, 720575940644345652, 720575940626562570, 720575940638214461, 720575940610292430, 720575940633397023, 720575940637469254, 720575940630788919, 720575940617229632, 720575940619034806, 720575940613798142, 720575940609522382, 720575940618409797, 720575940622168088, 720575940634372051, 720575940628514647, 720575940627311106, 720575940628504919, 720575940621815766, 720575940652941217, 720575940624109464, 720575940604412588, 720575940623873829, 720575940612856273, 720575940629740831, 720575940609832410, 720575940612598499, 720575940634915576, 720575940625454596, 720575940617381681, 720575940634599792, 720575940613422860, 720575940626650776, 720575940624878602, 720575940626768656, 720575940609076693, 720575940628259407, 720575940623707575, 720575940606336213, 720575940615686213, 720575940620565673, 720575940625022270, 720575940630131218, 720575940630275269, 720575940620233307, 720575940626991147, 720575940635838606, 720575940624106442, 720575940621339686, 720575940620097985, 720575940626018321, 720575940610070442, 720575940622762995, 720575940612605667, 720575940631801671, 720575940612153086, 720575940626404337, 720575940608035374, 720575940639241279, 720575940623465909, 720575940621817046, 720575940631469964, 720575940622311704, 720575940623817572, 720575940646661252, 720575940614633867, 720575940610052266, 720575940614344354, 720575940621239679, 720575940639669592, 720575940604403628, 720575940617398745, 720575940606010569, 720575940628882450, 720575940634606693, 720575940617242141, 720575940609739669, 720575940623303108, 720575940631347011, 720575940611388141, 720575940615255993, 720575940627235386, 720575940626140164, 720575940621216391, 720575940609843865, 720575940614099142, 720575940615408059, 720575940610077026, 720575940622097959, 720575940624795017, 720575940642492576, 720575940625167546, 720575940632829507, 720575940635604581, 720575940622574532, 720575940616804806, 720575940631275601, 720575940637449023, 720575940614604962, 720575940629913169, 720575940630066007, 720575940633299903, 720575940613864401, 720575940611864243, 720575940621333696, 720575940629837563, 720575940612714723, 720575940628910095, 720575940615199784, 720575940618958493, 720575940633499548, 720575940623192781, 720575940628035543, 720575940623242900, 720575940613380914, 720575940615764386, 720575940632715359, 720575940617098385, 720575940618758753, 720575940621043753, 720575940635066975, 720575940607371076, 720575940625310014, 720575940644004768, 720575940615723077, 720575940606590338, 720575940627815080, 720575940614450774, 720575940627957719, 720575940630097103, 720575940642086389, 720575940631269175, 720575940633190847, 720575940638624189, 720575940619071005, 720575940640292285, 720575940637687605, 720575940626798101",NA,166,169,0,"420274150, 424379864, 451982486, 483025785, 542634818, 574032862, 574037281, 574374051, 579169195, 606090268, 630714299, 635416407, 666818300, 697485362, 699553429, 722817260, 754534424, 754538881, 818983130, 819993149, 821686394, 823058829, 850703925, 850708902, 914778159, 947193705, 1010667275, 1037293275, 1225100939, 1609542060, 1609883245, 1630051981, 1630734360, 1640568102, 1661769627, 1664097010, 1671638278, 1691405824, 1693486219, 1700307582, 1723506321, 1727979406, 1733677514, 1734350788, 1734350908, 1755556277, 1765040289, 1781860460, 1781864693, 1781869202, 1782201421, 1782205507, 1782878598, 1785511781, 1788676257, 1788680591, 1788685103, 1789013008, 1793403571, 1794055377, 1796817841, 1796818119, 1797505019, 1812898952, 1812902999, 1813206171, 1813222721, 1813235278, 1813239939, 1813559869, 1813563837, 1813891980, 1813900871, 1813900946, 1813901048, 1813901059, 1825085656, 1827516355, 1827861966, 1844909326, 1844914014, 1850706912, 1850711304, 1856833015, 1857148391, 1876276621, 1880722837, 1882083076, 1883443112, 1887163927, 1910328899, 1917188956, 1917866877, 1970698685, 1970707631, 1970728299, 1971052935, 1978573010, 2001392088, 2002082301, 2002103845, 2002436731, 2006222555, 2033817015, 2038617453, 2062404496, 2065192873, 2065197353, 2066509864, 2069644133, 2091038527, 2100010400, 2126866046, 2127949176, 2158979725, 2158984105, 2190359821, 2221053439, 2315181597, 2527677438, 5812983069, 5813003579, 5813023100, 5813024799, 5813024919, 5813024922, 5813039315, 5813044177, 5813050729, 5813055125, 5813055180, 5813055328, 5813056072, 5813056637, 5813056890, 5813068174, 5813069447, 5813083723, 5813103786, 5901222731, 5901222910",141,11,11,0,"TRUE","TRUE"
"5","ALlv1","BAlp4",NA,"ALlv1","BAlp4","AVM06","H(NT)","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154550.json","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154551.json","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154552.json","","720575940627469394, 720575940607001986, 720575940626247823, 720575940633552028, 720575940636592270, 720575940627507740, 720575940632627757, 720575940628303607, 720575940608376622, 720575940606757041, 720575940636027839, 720575940613751186, 720575940623307447, 720575940641369808, 720575940636627380, 720575940625331843, 720575940618461121, 720575940625544069, 720575940639384947, 720575940645680407, 720575940607539907, 720575940631725561, 720575940628420008, 720575940623517308, 720575940617030178, 720575940633356883, 720575940604911793, 720575940616800780, 720575940629089068, 720575940623576141, 720575940604919473, 720575940640883363, 720575940624200974, 720575940621792438, 720575940642212552, 720575940620725720, 720575940632128908, 720575940627114492, 720575940631576351, 720575940620840368, 720575940621476517, 720575940612526819, 720575940638415731, 720575940628164222, 720575940610511043, 720575940638689001, 720575940604974978, 720575940639230185, 720575940630432815, 720575940627928911, 720575940614058399, 720575940632852124, 720575940635728023, 720575940611557785, 720575940629874806, 720575940628346194, 720575940645532292, 720575940627947772, 720575940618878401, 720575940632515602, 720575940638642547, 720575940625176094, 720575940610423538, 720575940625627023, 720575940625040053, 720575940629497418, 720575940626390018, 720575940607195826, 720575940621089741, 720575940630584079, 720575940628024107, 720575940620294821, 720575940616666690, 720575940633385553, 720575940626968266, 720575940608199748, 720575940628454202, 720575940608845525, 720575940622756592, 720575940624515571","720575940630832766, 720575940621414676, 720575940632216928, 720575940624083484, 720575940623815486, 720575940632890681, 720575940635729815, 720575940625521899, 720575940624188952, 720575940637282167, 720575940612516962, 720575940619559838, 720575940611520721, 720575940625237891, 720575940636096948, 720575940646416419, 720575940623673802, 720575940618901533, 720575940648206468, 720575940622547421, 720575940606498313, 720575940633036369, 720575940611856498, 720575940628834832, 720575940603446374, 720575940627399724, 720575940618800225, 720575940610658766, 720575940621624491, 720575940609030776, 720575940629906425, 720575940611323670, 720575940620875861, 720575940618404510, 720575940624030819, 720575940613469426, 720575940613016104, 720575940620566808, 720575940612829663, 720575940608431490, 720575940622448166, 720575940637185252, 720575940612217342, 720575940617972901, 720575940626985616, 720575940612821727, 720575940630284443, 720575940609617614, 720575940624779242, 720575940639479366, 720575940629894716, 720575940620624589, 720575940636734382, 720575940627514627, 720575940610609454, 720575940639202467, 720575940615808029, 720575940626682682, 720575940630686060, 720575940624834697, 720575940632492875, 720575940622793310, 720575940622192822, 720575940612031986, 720575940618855344, 720575940623237161, 720575940625335754, 720575940623982484, 720575940630895055, 720575940631441145, 720575940617642832, 720575940631054634, 720575940614576396, 720575940628654159, 720575940644978711, 720575940617440395",NA,80,76,0,"329599710, 417199910, 509626405, 577542489, 609924156, 632751823, 639276164, 662776660, 663787020, 664814903, 697844568, 698565676, 698569832, 726207450, 729608317, 730252777, 757258507, 757569579, 757591093, 792023887, 792024028, 850708783, 851684181, 1069965440, 1411784734, 1442819296, 1504889437, 1670597454, 1670969304, 1670973150, 1671952694, 1672293837, 1730656082, 1732313117, 1759999022, 1765415970, 1795410644, 1818307672, 1827473315, 1849683877, 1849684319, 1850024931, 1856820042, 1881059780, 1881401277, 1912435859, 1912777226, 1943811511, 1943811736, 1943812176, 1974846717, 1975187554, 1975187675, 2034516836, 2094186530, 2128566765, 2223778713, 2289223313, 5812992940, 5812992942, 5812995098, 5812995298, 5812995328, 5812996748, 5813060453, 5813069532, 5813077788, 5813079228, 5813126031, 5901194250, 5901194556, 788625515, 788625560, 788629947, 788630064, 788949440",76,4,4,0,"TRUE","TRUE"
"6","ALv1","BAla1",NA,"ALv1","BAla1","AVM04","H","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154552.json","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154553.json","https://neuroglancer-demo.appspot.com/#!gs://flyem-user-links/short/2023-12-07.154554.json","","720575940610773782, 720575940649743225, 720575940622541005, 720575940605028017, 720575940613706866, 720575940634715743, 720575940625181111, 720575940626023001, 720575940620710822, 720575940640007296, 720575940616682875, 720575940624332287, 720575940615322674, 720575940613864891, 720575940612062426, 720575940633166151, 720575940622904069, 720575940634834544, 720575940627080079, 720575940661376129, 720575940614114814, 720575940645104948, 720575940609218258, 720575940623039672, 720575940634229615, 720575940629317991, 720575940632032652, 720575940608295032, 720575940632571583, 720575940629083211, 720575940617885643, 720575940627575569, 720575940620610217, 720575940618609462, 720575940633688275, 720575940637749574, 720575940626449154, 720575940639341987, 720575940632721306, 720575940609962389, 720575940644833184, 720575940626959134, 720575940619417326, 720575940633052641, 720575940622436277, 720575940639138237, 720575940622151804, 720575940628951119, 720575940615462978, 720575940620196628, 720575940619203925, 720575940632994970, 720575940618840280, 720575940618368441, 720575940614774923, 720575940623218390, 720575940606767806, 720575940630146103, 720575940628323919, 720575940631752356, 720575940636610270, 720575940618418644, 720575940626852400, 720575940623992333, 720575940625097274, 720575940631305068, 720575940618826018, 720575940623922869, 720575940622193276, 720575940628185538, 720575940619439576, 720575940634976174, 720575940627719184, 720575940617470137, 720575940612452450, 720575940611142724, 720575940618146619, 720575940627822647, 720575940629468234, 720575940612992479, 720575940608341806, 720575940632463464, 720575940638677070, 720575940612167794, 720575940619620852, 720575940621820540, 720575940624863015, 720575940630093051, 720575940632720026, 720575940646122804, 720575940656077473, 720575940660281217, 720575940627245585, 720575940610956334, 720575940627634307, 720575940631630021, 720575940636944966, 720575940629546538, 720575940639594611, 720575940625007949","720575940627731206, 720575940629367863, 720575940640094592, 720575940627239946, 720575940629724380, 720575940635465396, 720575940636401776, 720575940624106701, 720575940613824914, 720575940621141542, 720575940621017540, 720575940618142813, 720575940614610925, 720575940615104927, 720575940625402501, 720575940643152164, 720575940613961522, 720575940612355507, 720575940623264906, 720575940624650988, 720575940630983954, 720575940634207443, 720575940626657802, 720575940627129290, 720575940619075437, 720575940621142054, 720575940607198898, 720575940645403939, 720575940618214383, 720575940622723598, 720575940613943914, 720575940620024396, 720575940624487975, 720575940621021892, 720575940613355423, 720575940624960522, 720575940605391794, 720575940623872263, 720575940604985265, 720575940631619409, 720575940625823656, 720575940618361489, 720575940650946425, 720575940622649284, 720575940628059948, 720575940619470939, 720575940630301523, 720575940626917393, 720575940618256833, 720575940624204839, 720575940625879537, 720575940652875681, 720575940613762466, 720575940608130606, 720575940636238687, 720575940622389735, 720575940615406751, 720575940609496585, 720575940622675494, 720575940623897613, 720575940640477603, 720575940643517038, 720575940626043218, 720575940609903602, 720575940624175565, 720575940623047950, 720575940603455846, 720575940620622691, 720575940637632654, 720575940625249618, 720575940640506958, 720575940615775771, 720575940634658785, 720575940619376767, 720575940629451833, 720575940638583869, 720575940617128705, 720575940633585695, 720575940612653937, 720575940625207019, 720575940626601994, 720575940620956144, 720575940621343348, 720575940627958889, 720575940629947439, 720575940621103743, 720575940631742156, 720575940606337312, 720575940642410020, 720575940629441866, 720575940640835672, 720575940639013027, 720575940633401425, 720575940618660043, 720575940628832584, 720575940638865011, 720575940622809328, 720575940623380556, 720575940617109772",NA,100,99,0,"294792184, 480927537, 481268653, 541632990, 542311358, 542652506, 542665377, 543010474, 572663539, 573669915, 603349484, 604031203, 604726283, 605050789, 610274029, 610274046, 634379734, 634707780, 634759240, 635048729, 635407942, 636418270, 637462647, 663432544, 667823920, 697145036, 697848868, 698526273, 727855437, 729219639, 729544359, 730213826, 733316908, 757556799, 759922408, 760250272, 760250511, 760264077, 761325477, 761938645, 764727525, 791298858, 792364888, 792616185, 823037476, 823314446, 824353701, 856071065, 882353566, 886812643, 887105351, 921935459, 947513805, 948834414, 975457916, 976830572, 977866721, 1037518512, 1039237469, 1069929827, 1070613107, 1099911913, 1322012611, 1322353714, 1322353824, 1322353841, 1415825344, 1415829574, 1447201088, 1447205602, 1447205712, 1539978151, 1570684665, 1570685033, 1570685132, 1570685224, 1570685257, 1570685283, 1571025824, 1694850602, 1701325725, 1819326555, 1857143769, 1888524453, 1889883818, 2383731281, 5812983053, 5812996003, 5813008771, 5813013823, 5813014622, 5813034081, 5813041247, 5813045696, 5813054911, 5813071369, 5813071409, 5813077810, 5813090752",99,2,2,0,"TRUE","FALSE"
